timestamp,fold,delay_days,run_id,method,target_pos_rate,train_rows,val_rows,train_pos,train_neg,synth_rows,final_train_rows,final_pos_rate,pr_auc,recall_at_1pct_fpr,notes,experiment,strategy
20-02-2026 15:17,0,,,baseline,,196846,196847,5835.0,191011.0,0.0,196846.0,0.0296424616197433,0.5592793437209911,0.457843770174306,,protocol,
20-02-2026 15:23,0,,,baseline,,196846,196847,5835.0,191011.0,0.0,196846.0,0.0296424616197433,0.5592793437209911,0.457843770174306,,protocol,
20-02-2026 16:03,0,,,baseline,,196846,196847,5835.0,191011.0,0.0,196846.0,0.0296424616197433,0.5368516857111149,0.4409296320206585,,protocol,
20-02-2026 16:35,0,,,baseline,,196846,196847,5835.0,191011.0,0.0,196846.0,0.0296424616197433,0.5368516857111149,0.4409296320206585,,protocol,
20-02-2026 16:45,0,,,baseline,,196846,196847,5835.0,191011.0,0.0,196846.0,0.0296424616197433,0.5368516857111149,0.4409296320206585,,protocol,
20-02-2026 16:46,0,,,baseline,,196846,196847,5835.0,191011.0,0.0,196846.0,0.0296424616197433,0.5368516857111149,0.4409296320206585,,protocol,
20-02-2026 16:46,0,,,ctgan,0.05,196846,196847,5835.0,191011.0,4526.0,201372.0,0.0514520390123751,0.5462466180736085,0.4475145255003228,,protocol,
20-02-2026 16:49,0,,,baseline,,196846,196847,5835.0,191011.0,0.0,196846.0,0.0296424616197433,0.5368516857111149,0.4409296320206585,,protocol,
20-02-2026 16:49,0,,,ctgan,0.05,196846,196847,5835.0,191011.0,4526.0,201372.0,0.0514520390123751,0.5371837017830378,0.4404131697869593,,protocol,
20-02-2026 16:50,0,,,tabddpm,0.05,196846,196847,5835.0,191011.0,4526.0,201372.0,0.0514520390123751,0.5323199873139955,0.4306003873466753,,protocol,
20-02-2026 16:50,1,,,baseline,,393693,196847,13580.0,380113.0,0.0,393693.0,0.0344938822889916,0.540733508688516,0.4564450091769024,,protocol,
20-02-2026 16:51,1,,,ctgan,0.05,393693,196847,13580.0,380113.0,5000.0,398693.0,0.0466022729267882,0.5424199131597593,0.458562755894395,,protocol,
20-02-2026 16:52,1,,,tabddpm,0.05,393693,196847,13580.0,380113.0,5000.0,398693.0,0.0466022729267882,0.5283333182622265,0.4482563885359311,,protocol,
20-02-2026 16:58,0,,,baseline,,118108,118108,2826.0,115282.0,0.0,118108.0,0.0239272530226572,0.5434769390312724,0.4575232459847844,,protocol,
20-02-2026 16:58,0,,,ctgan,0.05,118108,118108,2826.0,115282.0,3391.0,121499.0,0.0511691454250652,0.5485392059555186,0.456043956043956,,protocol,
20-02-2026 16:58,0,,,ctgan,0.1,118108,118108,2826.0,115282.0,10298.0,128406.0,0.1022070619752971,0.554985920511248,0.4619611158072697,,protocol,
20-02-2026 16:59,0,,,ctgan,0.2,118108,118108,2826.0,115282.0,26701.0,144809.0,0.2039030723228528,0.5464756029749623,0.4562552831783601,,protocol,
20-02-2026 16:59,0,,,tabddpm,0.05,118108,118108,2826.0,115282.0,3391.0,121499.0,0.0511691454250652,0.5519551386192652,0.4663989856297548,,protocol,
20-02-2026 17:00,0,,,tabddpm,0.1,118108,118108,2826.0,115282.0,10298.0,128406.0,0.1022070619752971,0.5521443727439841,0.4642857142857143,,protocol,
20-02-2026 17:00,0,,,tabddpm,0.2,118108,118108,2826.0,115282.0,26701.0,144809.0,0.2039030723228528,0.5523865884858846,0.459847844463229,,protocol,
20-02-2026 17:00,1,,,baseline,,236216,118108,7558.0,228658.0,0.0,236216.0,0.0319961391269008,0.5778163924869011,0.4785553047404063,,protocol,
20-02-2026 17:01,1,,,ctgan,0.05,236216,118108,7558.0,228658.0,4875.0,241091.0,0.0515697392270968,0.5799235637670047,0.4862302483069977,,protocol,
20-02-2026 17:02,1,,,ctgan,0.1,236216,118108,7558.0,228658.0,18689.0,254905.0,0.1029677723073301,0.5754975173247373,0.481489841986456,,protocol,
20-02-2026 17:03,1,,,ctgan,0.2,236216,118108,7558.0,228658.0,50000.0,286216.0,0.2010998686306845,0.5768197224336961,0.4810383747178329,,protocol,
20-02-2026 17:03,1,,,tabddpm,0.05,236216,118108,7558.0,228658.0,4875.0,241091.0,0.0515697392270968,0.5506236643906282,0.4428893905191873,,protocol,
20-02-2026 17:03,1,,,tabddpm,0.1,236216,118108,7558.0,228658.0,18689.0,254905.0,0.1029677723073301,0.5618305152117138,0.4641083521444695,,protocol,
20-02-2026 17:04,1,,,tabddpm,0.2,236216,118108,7558.0,228658.0,50000.0,286216.0,0.2010998686306845,0.5611359001415008,0.4688487584650113,,protocol,
20-02-2026 17:05,2,,,baseline,,354324,118108,11988.0,342336.0,0.0,354324.0,0.0338334405798083,0.6007340496930021,0.5046627629581436,,protocol,
20-02-2026 17:06,2,,,ctgan,0.05,354324,118108,11988.0,342336.0,6661.0,360985.0,0.0516614263750571,0.5981741144174484,0.5003253090435914,,protocol,
20-02-2026 17:07,2,,,ctgan,0.1,354324,118108,11988.0,342336.0,27382.0,381706.0,0.1031422089251937,0.5919660759350103,0.4914335285187595,,protocol,
20-02-2026 17:08,2,,,ctgan,0.2,354324,118108,11988.0,342336.0,50000.0,404324.0,0.1533126898230132,0.5996482578976076,0.4968553459119497,,protocol,
20-02-2026 17:08,2,,,tabddpm,0.05,354324,118108,11988.0,342336.0,6661.0,360985.0,0.0516614263750571,0.6051643635889506,0.5083495987855129,,protocol,
20-02-2026 17:09,2,,,tabddpm,0.1,354324,118108,11988.0,342336.0,27382.0,381706.0,0.1031422089251937,0.5957220142943713,0.4992409455649533,,protocol,
20-02-2026 17:10,2,,,tabddpm,0.2,354324,118108,11988.0,342336.0,50000.0,404324.0,0.1533126898230132,0.5921267430266458,0.4979397093905877,,protocol,
20-02-2026 17:11,3,,,baseline,,472432,118108,16599.0,455833.0,0.0,472432.0,0.0351352152267416,0.5336896271880447,0.4453740157480315,,protocol,
20-02-2026 17:12,3,,,ctgan,0.05,472432,118108,16599.0,455833.0,8266.0,480698.0,0.0517268638521483,0.5368575589492922,0.4505413385826771,,protocol,
20-02-2026 17:13,3,,,ctgan,0.1,472432,118108,16599.0,455833.0,35894.0,508326.0,0.1032664077776859,0.5300350502838393,0.4510334645669291,,protocol,
20-02-2026 17:15,3,,,ctgan,0.2,472432,118108,16599.0,455833.0,50000.0,522432.0,0.1274787914982237,0.5345540108807185,0.4510334645669291,,protocol,
20-02-2026 17:15,3,,,tabddpm,0.05,472432,118108,16599.0,455833.0,8266.0,480698.0,0.0517268638521483,0.5373635210210976,0.4458661417322834,,protocol,
20-02-2026 17:16,3,,,tabddpm,0.1,472432,118108,16599.0,455833.0,35894.0,508326.0,0.1032664077776859,0.5310769656697457,0.4448818897637795,,protocol,
20-02-2026 17:17,3,,,tabddpm,0.2,472432,118108,16599.0,455833.0,50000.0,522432.0,0.1274787914982237,0.5341894441036733,0.4507874015748031,,protocol,
22-02-2026 19:53,0,,,baseline,,196846,196847,5835.0,191011.0,0.0,196846.0,0.0296424616197433,0.5368516857111149,0.4409296320206585,,protocol,
22-02-2026 19:53,0,,,ctgan,0.05,196846,196847,5835.0,191011.0,4526.0,201372.0,0.0514520390123751,0.5346776095959956,0.4356358941252421,,protocol,
22-02-2026 19:54,0,,,tabddpm,0.05,196846,196847,5835.0,191011.0,4526.0,201372.0,0.0514520390123751,0.5323199873139955,0.4306003873466753,,protocol,
22-02-2026 19:54,0,,,smote,0.05,196846,196847,5835.0,191011.0,0.0,196846.0,0.05,0.5406743993805011,0.4438992898644286,,protocol,
22-02-2026 19:54,1,,,baseline,,393693,196847,13580.0,380113.0,0.0,393693.0,0.0344938822889916,0.540733508688516,0.4564450091769024,,protocol,
22-02-2026 19:55,1,,,ctgan,0.05,393693,196847,13580.0,380113.0,5000.0,398693.0,0.0466022729267882,0.5424199131597593,0.458562755894395,,protocol,
22-02-2026 19:56,1,,,tabddpm,0.05,393693,196847,13580.0,380113.0,5000.0,398693.0,0.0466022729267882,0.5283333182622265,0.4482563885359311,,protocol,
22-02-2026 19:56,1,,,smote,0.05,393693,196847,13580.0,380113.0,0.0,393693.0,0.05,0.5407538828712782,0.457998023436397,,protocol,
22-02-2026 20:16,0,,,baseline,,196846,196847,5835.0,191011.0,0.0,196846.0,0.0296424616197433,0.5368516857111149,0.4409296320206585,,protocol,
22-02-2026 20:17,0,,,ctgan,0.05,196846,196847,5835.0,191011.0,4526.0,201372.0,0.0514520390123751,0.5391632796528825,0.4438992898644286,,protocol,
22-02-2026 20:17,0,,,ctgan_recency03,0.05,196846,196847,5835.0,191011.0,4526.0,201372.0,0.0514520390123751,0.5343200594161955,0.4378308586184635,recency_frac=0.3,protocol,
22-02-2026 20:18,0,,,tabddpm,0.05,196846,196847,5835.0,191011.0,4526.0,201372.0,0.0514520390123751,0.5323199873139955,0.4306003873466753,,protocol,
22-02-2026 20:18,0,,,tabddpm_recency03,0.05,196846,196847,5835.0,191011.0,4526.0,201372.0,0.0514520390123751,0.5302891881558189,0.4249193027759845,recency_frac=0.3,protocol,
22-02-2026 20:18,0,,,smote,0.05,196846,196847,5835.0,191011.0,0.0,196846.0,0.05,0.5406743993805011,0.4438992898644286,,protocol,
22-02-2026 20:19,0,,,smote_recency03,0.05,196846,196847,5835.0,191011.0,0.0,196846.0,0.05,0.506602561560144,0.4236281471917366,recency_frac=0.3,protocol,
22-02-2026 20:19,1,,,baseline,,393693,196847,13580.0,380113.0,0.0,393693.0,0.0344938822889916,0.540733508688516,0.4564450091769024,,protocol,
22-02-2026 20:20,1,,,ctgan,0.05,393693,196847,13580.0,380113.0,5000.0,398693.0,0.0466022729267882,0.5424876607015781,0.4558802767189044,,protocol,
22-02-2026 20:21,1,,,ctgan_recency03,0.05,393693,196847,13580.0,380113.0,5000.0,398693.0,0.0466022729267882,0.5515415818825149,0.4637865311308767,recency_frac=0.3,protocol,
22-02-2026 20:22,1,,,tabddpm,0.05,393693,196847,13580.0,380113.0,5000.0,398693.0,0.0466022729267882,0.5283333182622265,0.4482563885359311,,protocol,
22-02-2026 20:22,1,,,tabddpm_recency03,0.05,393693,196847,13580.0,380113.0,5000.0,398693.0,0.0466022729267882,0.5332644390465512,0.4512212339404207,recency_frac=0.3,protocol,
22-02-2026 20:23,1,,,smote,0.05,393693,196847,13580.0,380113.0,0.0,393693.0,0.05,0.5407538828712782,0.457998023436397,,protocol,
22-02-2026 20:23,1,,,smote_recency03,0.05,393693,196847,13580.0,380113.0,0.0,393693.0,0.05,0.5323555518470331,0.4491034872229281,recency_frac=0.3,protocol,
22-02-2026 20:25,0,,,baseline,,118108,118108,2826.0,115282.0,0.0,118108.0,0.0239272530226572,0.5434769390312724,0.4575232459847844,,protocol,
22-02-2026 20:26,0,,,ctgan,0.05,118108,118108,2826.0,115282.0,3391.0,121499.0,0.0511691454250652,0.5472749151014523,0.459847844463229,,protocol,
22-02-2026 20:26,0,,,ctgan_recency03,0.05,118108,118108,2826.0,115282.0,3391.0,121499.0,0.0511691454250652,0.5530774104232925,0.4661876584953508,recency_frac=0.3,protocol,
22-02-2026 20:26,0,,,ctgan,0.1,118108,118108,2826.0,115282.0,10298.0,128406.0,0.1022070619752971,0.5604088740259883,0.4714708368554522,,protocol,
22-02-2026 20:27,0,,,ctgan_recency03,0.1,118108,118108,2826.0,115282.0,10298.0,128406.0,0.1022070619752971,0.5521801113218987,0.4623837700760778,recency_frac=0.3,protocol,
22-02-2026 20:27,0,,,ctgan,0.2,118108,118108,2826.0,115282.0,26701.0,144809.0,0.2039030723228528,0.5479637187122639,0.4535080304311074,,protocol,
22-02-2026 20:27,0,,,ctgan_recency03,0.2,118108,118108,2826.0,115282.0,26701.0,144809.0,0.2039030723228528,0.54702878003215,0.4613271344040575,recency_frac=0.3,protocol,
22-02-2026 20:28,0,,,tabddpm,0.05,118108,118108,2826.0,115282.0,3391.0,121499.0,0.0511691454250652,0.5519551386192652,0.4663989856297548,,protocol,
22-02-2026 20:28,0,,,tabddpm_recency03,0.05,118108,118108,2826.0,115282.0,3391.0,121499.0,0.0511691454250652,0.5558609073778594,0.4663989856297548,recency_frac=0.3,protocol,
22-02-2026 20:28,0,,,tabddpm,0.1,118108,118108,2826.0,115282.0,10298.0,128406.0,0.1022070619752971,0.5521443727439841,0.4642857142857143,,protocol,
22-02-2026 20:29,0,,,tabddpm_recency03,0.1,118108,118108,2826.0,115282.0,10298.0,128406.0,0.1022070619752971,0.5522373766801609,0.467032967032967,recency_frac=0.3,protocol,
22-02-2026 20:29,0,,,tabddpm,0.2,118108,118108,2826.0,115282.0,26701.0,144809.0,0.2039030723228528,0.5523865884858846,0.459847844463229,,protocol,
22-02-2026 20:30,0,,,tabddpm_recency03,0.2,118108,118108,2826.0,115282.0,26701.0,144809.0,0.2039030723228528,0.5570719080102438,0.463229078613694,recency_frac=0.3,protocol,
22-02-2026 20:30,0,,,smote,0.05,118108,118108,2826.0,115282.0,0.0,118108.0,0.05,0.5531311584488352,0.4647083685545224,,protocol,
22-02-2026 20:30,0,,,smote_recency03,0.05,118108,118108,2826.0,115282.0,0.0,118108.0,0.05,0.5113547335687898,0.4325866441251056,recency_frac=0.3,protocol,
22-02-2026 20:30,0,,,smote,0.1,118108,118108,2826.0,115282.0,0.0,118108.0,0.1,0.5472202086016348,0.4547759932375317,,protocol,
22-02-2026 20:31,0,,,smote_recency03,0.1,118108,118108,2826.0,115282.0,0.0,118108.0,0.1,0.506680170764318,0.4327979712595097,recency_frac=0.3,protocol,
22-02-2026 20:31,0,,,smote,0.2,118108,118108,2826.0,115282.0,0.0,118108.0,0.2,0.5495679204465815,0.4604818258664412,,protocol,
22-02-2026 20:31,0,,,smote_recency03,0.2,118108,118108,2826.0,115282.0,0.0,118108.0,0.2,0.5178556742696802,0.4401944209636517,recency_frac=0.3,protocol,
22-02-2026 20:31,1,,,baseline,,236216,118108,7558.0,228658.0,0.0,236216.0,0.0319961391269008,0.5778163924869011,0.4785553047404063,,protocol,
22-02-2026 20:32,1,,,ctgan,0.05,236216,118108,7558.0,228658.0,4875.0,241091.0,0.0515697392270968,0.5848569123386618,0.4923250564334085,,protocol,
22-02-2026 20:33,1,,,ctgan_recency03,0.05,236216,118108,7558.0,228658.0,4875.0,241091.0,0.0515697392270968,0.5775640833309752,0.482844243792325,recency_frac=0.3,protocol,
22-02-2026 20:33,1,,,ctgan,0.1,236216,118108,7558.0,228658.0,18689.0,254905.0,0.1029677723073301,0.5776191543390281,0.4794582392776523,,protocol,
22-02-2026 20:34,1,,,ctgan_recency03,0.1,236216,118108,7558.0,228658.0,18689.0,254905.0,0.1029677723073301,0.5792139499196481,0.4871331828442438,recency_frac=0.3,protocol,
22-02-2026 20:35,1,,,ctgan,0.2,236216,118108,7558.0,228658.0,50000.0,286216.0,0.2010998686306845,0.5749894224871177,0.4848758465011287,,protocol,
22-02-2026 20:35,1,,,ctgan_recency03,0.2,236216,118108,7558.0,228658.0,50000.0,286216.0,0.2010998686306845,0.5815527268883847,0.4864559819413092,recency_frac=0.3,protocol,
22-02-2026 20:36,1,,,tabddpm,0.05,236216,118108,7558.0,228658.0,4875.0,241091.0,0.0515697392270968,0.5506236643906282,0.4428893905191873,,protocol,
22-02-2026 20:36,1,,,tabddpm_recency03,0.05,236216,118108,7558.0,228658.0,4875.0,241091.0,0.0515697392270968,0.5641108793776951,0.4670428893905192,recency_frac=0.3,protocol,
22-02-2026 20:37,1,,,tabddpm,0.1,236216,118108,7558.0,228658.0,18689.0,254905.0,0.1029677723073301,0.5618305152117138,0.4641083521444695,,protocol,
22-02-2026 20:38,1,,,tabddpm_recency03,0.1,236216,118108,7558.0,228658.0,18689.0,254905.0,0.1029677723073301,0.5504792807544467,0.445823927765237,recency_frac=0.3,protocol,
22-02-2026 20:39,1,,,tabddpm,0.2,236216,118108,7558.0,228658.0,50000.0,286216.0,0.2010998686306845,0.5611359001415008,0.4688487584650113,,protocol,
22-02-2026 20:40,1,,,tabddpm_recency03,0.2,236216,118108,7558.0,228658.0,50000.0,286216.0,0.2010998686306845,0.5562353600458815,0.4613995485327313,recency_frac=0.3,protocol,
22-02-2026 20:40,1,,,smote,0.05,236216,118108,7558.0,228658.0,0.0,236216.0,0.05,0.5755926017848177,0.4808126410835214,,protocol,
22-02-2026 20:41,1,,,smote_recency03,0.05,236216,118108,7558.0,228658.0,0.0,236216.0,0.05,0.5503443153860006,0.4595936794582392,recency_frac=0.3,protocol,
22-02-2026 20:41,1,,,smote,0.1,236216,118108,7558.0,228658.0,0.0,236216.0,0.1,0.575326004000788,0.4862302483069977,,protocol,
22-02-2026 20:41,1,,,smote_recency03,0.1,236216,118108,7558.0,228658.0,0.0,236216.0,0.1,0.5522267117475519,0.4654627539503386,recency_frac=0.3,protocol,
22-02-2026 20:42,1,,,smote,0.2,236216,118108,7558.0,228658.0,0.0,236216.0,0.2,0.5688939041899804,0.4765237020316027,,protocol,
22-02-2026 20:42,1,,,smote_recency03,0.2,236216,118108,7558.0,228658.0,0.0,236216.0,0.2,0.5476817566223082,0.4661399548532731,recency_frac=0.3,protocol,
22-02-2026 20:42,2,,,baseline,,354324,118108,11988.0,342336.0,0.0,354324.0,0.0338334405798083,0.6007340496930021,0.5046627629581436,,protocol,
22-02-2026 20:43,2,,,ctgan,0.05,354324,118108,11988.0,342336.0,6661.0,360985.0,0.0516614263750571,0.5989596389453558,0.5033615267837779,,protocol,
22-02-2026 20:44,2,,,ctgan_recency03,0.05,354324,118108,11988.0,342336.0,6661.0,360985.0,0.0516614263750571,0.597075614287357,0.5020602906094123,recency_frac=0.3,protocol,
22-02-2026 20:45,2,,,ctgan,0.1,354324,118108,11988.0,342336.0,27382.0,381706.0,0.1031422089251937,0.5966134953550735,0.5020602906094123,,protocol,
22-02-2026 20:46,2,,,ctgan_recency03,0.1,354324,118108,11988.0,342336.0,27382.0,381706.0,0.1031422089251937,0.5955105978923022,0.4940360008674908,recency_frac=0.3,protocol,
22-02-2026 20:47,2,,,ctgan,0.2,354324,118108,11988.0,342336.0,50000.0,404324.0,0.1533126898230132,0.5993388130795133,0.4968553459119497,,protocol,
22-02-2026 20:47,2,,,ctgan_recency03,0.2,354324,118108,11988.0,342336.0,50000.0,404324.0,0.1533126898230132,0.5973198495472114,0.4959878551290392,recency_frac=0.3,protocol,
22-02-2026 20:48,2,,,tabddpm,0.05,354324,118108,11988.0,342336.0,6661.0,360985.0,0.0516614263750571,0.6051643635889506,0.5083495987855129,,protocol,
22-02-2026 20:48,2,,,tabddpm_recency03,0.05,354324,118108,11988.0,342336.0,6661.0,360985.0,0.0516614263750571,0.5991658368872964,0.5033615267837779,recency_frac=0.3,protocol,
22-02-2026 20:49,2,,,tabddpm,0.1,354324,118108,11988.0,342336.0,27382.0,381706.0,0.1031422089251937,0.5957220142943713,0.4992409455649533,,protocol,
22-02-2026 20:50,2,,,tabddpm_recency03,0.1,354324,118108,11988.0,342336.0,27382.0,381706.0,0.1031422089251937,0.5919956786686975,0.499457818260681,recency_frac=0.3,protocol,
22-02-2026 20:52,2,,,tabddpm,0.2,354324,118108,11988.0,342336.0,50000.0,404324.0,0.1533126898230132,0.5921267430266458,0.4979397093905877,,protocol,
22-02-2026 20:53,2,,,tabddpm_recency03,0.2,354324,118108,11988.0,342336.0,50000.0,404324.0,0.1533126898230132,0.5918634361727166,0.4990240728692258,recency_frac=0.3,protocol,
22-02-2026 20:53,2,,,smote,0.05,354324,118108,11988.0,342336.0,0.0,354324.0,0.05,0.5954587448481448,0.4979397093905877,,protocol,
22-02-2026 20:54,2,,,smote_recency03,0.05,354324,118108,11988.0,342336.0,0.0,354324.0,0.05,0.5928265050877306,0.5042290175666884,recency_frac=0.3,protocol,
22-02-2026 20:54,2,,,smote,0.1,354324,118108,11988.0,342336.0,0.0,354324.0,0.1,0.5962484854029583,0.4979397093905877,,protocol,
22-02-2026 20:55,2,,,smote_recency03,0.1,354324,118108,11988.0,342336.0,0.0,354324.0,0.1,0.583933626645368,0.4968553459119497,recency_frac=0.3,protocol,
22-02-2026 20:55,2,,,smote,0.2,354324,118108,11988.0,342336.0,0.0,354324.0,0.2,0.5947635598678997,0.4959878551290392,,protocol,
22-02-2026 20:56,2,,,smote_recency03,0.2,354324,118108,11988.0,342336.0,0.0,354324.0,0.2,0.5766515534659575,0.495554109737584,recency_frac=0.3,protocol,
22-02-2026 20:56,3,,,baseline,,472432,118108,16599.0,455833.0,0.0,472432.0,0.0351352152267416,0.5336896271880447,0.4453740157480315,,protocol,
22-02-2026 20:58,3,,,ctgan,0.05,472432,118108,16599.0,455833.0,8266.0,480698.0,0.0517268638521483,0.5415310008204806,0.4571850393700787,,protocol,
22-02-2026 20:59,3,,,ctgan_recency03,0.05,472432,118108,16599.0,455833.0,8266.0,480698.0,0.0517268638521483,0.536569772410491,0.4502952755905511,recency_frac=0.3,protocol,
22-02-2026 21:00,3,,,ctgan,0.1,472432,118108,16599.0,455833.0,35894.0,508326.0,0.1032664077776859,0.5363500940939718,0.4485728346456692,,protocol,
22-02-2026 21:01,3,,,ctgan_recency03,0.1,472432,118108,16599.0,455833.0,35894.0,508326.0,0.1032664077776859,0.5372700815864188,0.4559547244094488,recency_frac=0.3,protocol,
22-02-2026 21:03,3,,,ctgan,0.2,472432,118108,16599.0,455833.0,50000.0,522432.0,0.1274787914982237,0.5356526567531634,0.4451279527559055,,protocol,
22-02-2026 21:14,3,,,ctgan_recency03,0.2,472432,118108,16599.0,455833.0,50000.0,522432.0,0.1274787914982237,0.5315484083981997,0.4441437007874015,recency_frac=0.3,protocol,
22-02-2026 21:16,3,,,tabddpm,0.05,472432,118108,16599.0,455833.0,8266.0,480698.0,0.0517268638521483,0.5373635210210976,0.4458661417322834,,protocol,
22-02-2026 21:16,3,,,tabddpm_recency03,0.05,472432,118108,16599.0,455833.0,8266.0,480698.0,0.0517268638521483,0.5368114173373947,0.4490649606299212,recency_frac=0.3,protocol,
22-02-2026 21:18,3,,,tabddpm,0.1,472432,118108,16599.0,455833.0,35894.0,508326.0,0.1032664077776859,0.5310769656697457,0.4448818897637795,,protocol,
22-02-2026 21:19,3,,,tabddpm_recency03,0.1,472432,118108,16599.0,455833.0,35894.0,508326.0,0.1032664077776859,0.5329837690410066,0.4409448818897638,recency_frac=0.3,protocol,
22-02-2026 21:20,3,,,tabddpm,0.2,472432,118108,16599.0,455833.0,50000.0,522432.0,0.1274787914982237,0.5341894441036733,0.4507874015748031,,protocol,
22-02-2026 21:21,3,,,tabddpm_recency03,0.2,472432,118108,16599.0,455833.0,50000.0,522432.0,0.1274787914982237,0.5303164842257414,0.4431594488188976,recency_frac=0.3,protocol,
22-02-2026 21:22,3,,,smote,0.05,472432,118108,16599.0,455833.0,0.0,472432.0,0.05,0.5414702431458217,0.4601377952755905,,protocol,
22-02-2026 21:22,3,,,smote_recency03,0.05,472432,118108,16599.0,455833.0,0.0,472432.0,0.05,0.5433660523028017,0.468503937007874,recency_frac=0.3,protocol,
22-02-2026 21:23,3,,,smote,0.1,472432,118108,16599.0,455833.0,0.0,472432.0,0.1,0.53708254697452,0.4566929133858268,,protocol,
22-02-2026 21:23,3,,,smote_recency03,0.1,472432,118108,16599.0,455833.0,0.0,472432.0,0.1,0.5388892186958242,0.4633366141732283,recency_frac=0.3,protocol,
22-02-2026 21:24,3,,,smote,0.2,472432,118108,16599.0,455833.0,0.0,472432.0,0.2,0.5288527073228735,0.4498031496062992,,protocol,
22-02-2026 21:25,3,,,smote_recency03,0.2,472432,118108,16599.0,455833.0,0.0,472432.0,0.2,0.5370225056508496,0.4611220472440945,recency_frac=0.3,protocol,
24-02-2026 10:11,0,,,baseline,,118108,118108,2826.0,115282.0,0.0,118108.0,0.0239272530226572,0.5434769390312724,0.4575232459847844,,protocol,
24-02-2026 10:11,0,,,ctgan,0.05,118108,118108,2826.0,115282.0,3391.0,121499.0,0.0511691454250652,0.5473870925971251,0.4592138630600169,,protocol,
24-02-2026 10:11,0,,,ctgan_recency03,0.05,118108,118108,2826.0,115282.0,3391.0,121499.0,0.0511691454250652,0.5448477939905088,0.4573119188503803,recency_frac=0.3,protocol,
24-02-2026 10:12,0,,,ctgan,0.1,118108,118108,2826.0,115282.0,10298.0,128406.0,0.1022070619752971,0.5537745290279013,0.4619611158072697,,protocol,
24-02-2026 10:12,0,,,ctgan_recency03,0.1,118108,118108,2826.0,115282.0,10298.0,128406.0,0.1022070619752971,0.540860361108186,0.4581572273879966,recency_frac=0.3,protocol,
24-02-2026 10:12,0,,,ctgan,0.2,118108,118108,2826.0,115282.0,26701.0,144809.0,0.2039030723228528,0.5482884830676322,0.4579459002535925,,protocol,
24-02-2026 10:13,0,,,ctgan_recency03,0.2,118108,118108,2826.0,115282.0,26701.0,144809.0,0.2039030723228528,0.5477421350476094,0.4594251901944209,recency_frac=0.3,protocol,
24-02-2026 10:13,0,,,tabddpm,0.05,118108,118108,2826.0,115282.0,3391.0,121499.0,0.0511691454250652,0.5519551386192652,0.4663989856297548,,protocol,
24-02-2026 10:13,0,,,tabddpm_recency03,0.05,118108,118108,2826.0,115282.0,3391.0,121499.0,0.0511691454250652,0.5558609073778594,0.4663989856297548,recency_frac=0.3,protocol,
24-02-2026 10:13,0,,,tabddpm,0.1,118108,118108,2826.0,115282.0,10298.0,128406.0,0.1022070619752971,0.5521443727439841,0.4642857142857143,,protocol,
24-02-2026 10:14,0,,,tabddpm_recency03,0.1,118108,118108,2826.0,115282.0,10298.0,128406.0,0.1022070619752971,0.5522373766801609,0.467032967032967,recency_frac=0.3,protocol,
