timestamp,fold,method,target_pos_rate,train_rows,val_rows,train_pos,train_neg,synth_rows,final_train_rows,final_pos_rate,pr_auc,recall_at_1pct_fpr,notes
22-02-2026 20:30,0,smote,0.1,118108,118108,2826,115282,0,118108,0.1,0.5472202086016348,0.4547759932375317,
22-02-2026 20:31,0,smote_recency03,0.1,118108,118108,2826,115282,0,118108,0.1,0.506680170764318,0.4327979712595097,recency_frac=0.3
22-02-2026 20:31,0,smote,0.2,118108,118108,2826,115282,0,118108,0.2,0.5495679204465815,0.46048182586644126,
22-02-2026 20:31,0,smote_recency03,0.2,118108,118108,2826,115282,0,118108,0.2,0.5178556742696802,0.44019442096365174,recency_frac=0.3
22-02-2026 20:31,1,baseline,,236216,118108,7558,228658,0,236216,0.0319961391269008,0.5778163924869011,0.4785553047404063,
22-02-2026 20:32,1,ctgan,0.05,236216,118108,7558,228658,4875,241091,0.051569739227096824,0.5848569123386618,0.49232505643340857,
22-02-2026 20:33,1,ctgan_recency03,0.05,236216,118108,7558,228658,4875,241091,0.051569739227096824,0.5775640833309752,0.48284424379232505,recency_frac=0.3
22-02-2026 20:33,1,ctgan,0.1,236216,118108,7558,228658,18689,254905,0.10296777230733019,0.5776191543390281,0.47945823927765235,
22-02-2026 20:34,1,ctgan_recency03,0.1,236216,118108,7558,228658,18689,254905,0.10296777230733019,0.5792139499196481,0.4871331828442438,recency_frac=0.3
22-02-2026 20:35,1,ctgan,0.2,236216,118108,7558,228658,50000,286216,0.20109986863068452,0.5749894224871177,0.4848758465011287,
22-02-2026 20:35,1,ctgan_recency03,0.2,236216,118108,7558,228658,50000,286216,0.20109986863068452,0.5815527268883847,0.48645598194130923,recency_frac=0.3
22-02-2026 20:36,1,tabddpm,0.05,236216,118108,7558,228658,4875,241091,0.051569739227096824,0.5506236643906282,0.44288939051918735,
22-02-2026 20:36,1,tabddpm_recency03,0.05,236216,118108,7558,228658,4875,241091,0.051569739227096824,0.5641108793776951,0.4670428893905192,recency_frac=0.3
22-02-2026 20:37,1,tabddpm,0.1,236216,118108,7558,228658,18689,254905,0.10296777230733019,0.5618305152117138,0.46410835214446955,
22-02-2026 20:38,1,tabddpm_recency03,0.1,236216,118108,7558,228658,18689,254905,0.10296777230733019,0.5504792807544467,0.445823927765237,recency_frac=0.3
22-02-2026 20:39,1,tabddpm,0.2,236216,118108,7558,228658,50000,286216,0.20109986863068452,0.5611359001415008,0.4688487584650113,
22-02-2026 20:40,1,tabddpm_recency03,0.2,236216,118108,7558,228658,50000,286216,0.20109986863068452,0.5562353600458815,0.46139954853273135,recency_frac=0.3
22-02-2026 20:40,1,smote,0.05,236216,118108,7558,228658,0,236216,0.05,0.5755926017848177,0.48081264108352145,
22-02-2026 20:41,1,smote_recency03,0.05,236216,118108,7558,228658,0,236216,0.05,0.5503443153860006,0.45959367945823926,recency_frac=0.3
22-02-2026 20:41,1,smote,0.1,236216,118108,7558,228658,0,236216,0.1,0.575326004000788,0.48623024830699774,
22-02-2026 20:41,1,smote_recency03,0.1,236216,118108,7558,228658,0,236216,0.1,0.5522267117475519,0.4654627539503386,recency_frac=0.3
22-02-2026 20:42,1,smote,0.2,236216,118108,7558,228658,0,236216,0.2,0.5688939041899804,0.4765237020316027,
22-02-2026 20:42,1,smote_recency03,0.2,236216,118108,7558,228658,0,236216,0.2,0.5476817566223082,0.46613995485327314,recency_frac=0.3
22-02-2026 20:42,2,baseline,,354324,118108,11988,342336,0,354324,0.03383344057980831,0.6007340496930021,0.5046627629581436,
22-02-2026 20:43,2,ctgan,0.05,354324,118108,11988,342336,6661,360985,0.051661426375057135,0.5989596389453558,0.5033615267837779,
22-02-2026 20:44,2,ctgan_recency03,0.05,354324,118108,11988,342336,6661,360985,0.051661426375057135,0.597075614287357,0.5020602906094123,recency_frac=0.3
22-02-2026 20:45,2,ctgan,0.1,354324,118108,11988,342336,27382,381706,0.10314220892519374,0.5966134953550735,0.5020602906094123,
22-02-2026 20:46,2,ctgan_recency03,0.1,354324,118108,11988,342336,27382,381706,0.10314220892519374,0.5955105978923022,0.4940360008674908,recency_frac=0.3
22-02-2026 20:47,2,ctgan,0.2,354324,118108,11988,342336,50000,404324,0.15331268982301322,0.5993388130795133,0.4968553459119497,
22-02-2026 20:47,2,ctgan_recency03,0.2,354324,118108,11988,342336,50000,404324,0.15331268982301322,0.5973198495472114,0.49598785512903926,recency_frac=0.3
22-02-2026 20:48,2,tabddpm,0.05,354324,118108,11988,342336,6661,360985,0.051661426375057135,0.6051643635889506,0.5083495987855129,
22-02-2026 20:48,2,tabddpm_recency03,0.05,354324,118108,11988,342336,6661,360985,0.051661426375057135,0.5991658368872964,0.5033615267837779,recency_frac=0.3
22-02-2026 20:49,2,tabddpm,0.1,354324,118108,11988,342336,27382,381706,0.10314220892519374,0.5957220142943713,0.49924094556495335,
22-02-2026 20:50,2,tabddpm_recency03,0.1,354324,118108,11988,342336,27382,381706,0.10314220892519374,0.5919956786686975,0.499457818260681,recency_frac=0.3
22-02-2026 20:52,2,tabddpm,0.2,354324,118108,11988,342336,50000,404324,0.15331268982301322,0.5921267430266458,0.49793970939058774,
22-02-2026 20:53,2,tabddpm_recency03,0.2,354324,118108,11988,342336,50000,404324,0.15331268982301322,0.5918634361727166,0.4990240728692258,recency_frac=0.3
22-02-2026 20:53,2,smote,0.05,354324,118108,11988,342336,0,354324,0.05,0.5954587448481448,0.49793970939058774,
22-02-2026 20:54,2,smote_recency03,0.05,354324,118108,11988,342336,0,354324,0.05,0.5928265050877306,0.5042290175666884,recency_frac=0.3
22-02-2026 20:54,2,smote,0.1,354324,118108,11988,342336,0,354324,0.1,0.5962484854029583,0.49793970939058774,
22-02-2026 20:55,2,smote_recency03,0.1,354324,118108,11988,342336,0,354324,0.1,0.583933626645368,0.4968553459119497,recency_frac=0.3
22-02-2026 20:55,2,smote,0.2,354324,118108,11988,342336,0,354324,0.2,0.5947635598678997,0.49598785512903926,
22-02-2026 20:56,2,smote_recency03,0.2,354324,118108,11988,342336,0,354324,0.2,0.5766515534659575,0.495554109737584,recency_frac=0.3
22-02-2026 20:56,3,baseline,,472432,118108,16599,455833,0,472432,0.03513521522674162,0.5336896271880447,0.4453740157480315,
22-02-2026 20:58,3,ctgan,0.05,472432,118108,16599,455833,8266,480698,0.051726863852148336,0.5415310008204806,0.45718503937007876,
22-02-2026 20:59,3,ctgan_recency03,0.05,472432,118108,16599,455833,8266,480698,0.051726863852148336,0.536569772410491,0.45029527559055116,recency_frac=0.3
22-02-2026 21:00,3,ctgan,0.1,472432,118108,16599,455833,35894,508326,0.10326640777768598,0.5363500940939718,0.44857283464566927,
22-02-2026 21:01,3,ctgan_recency03,0.1,472432,118108,16599,455833,35894,508326,0.10326640777768598,0.5372700815864188,0.45595472440944884,recency_frac=0.3
22-02-2026 21:03,3,ctgan,0.2,472432,118108,16599,455833,50000,522432,0.1274787914982237,0.5356526567531634,0.4451279527559055,
22-02-2026 21:14,3,ctgan_recency03,0.2,472432,118108,16599,455833,50000,522432,0.1274787914982237,0.5315484083981997,0.44414370078740156,recency_frac=0.3
22-02-2026 21:16,3,tabddpm,0.05,472432,118108,16599,455833,8266,480698,0.051726863852148336,0.5373635210210976,0.44586614173228345,
22-02-2026 21:16,3,tabddpm_recency03,0.05,472432,118108,16599,455833,8266,480698,0.051726863852148336,0.5368114173373947,0.44906496062992124,recency_frac=0.3
22-02-2026 21:18,3,tabddpm,0.1,472432,118108,16599,455833,35894,508326,0.10326640777768598,0.5310769656697457,0.4448818897637795,
22-02-2026 21:19,3,tabddpm_recency03,0.1,472432,118108,16599,455833,35894,508326,0.10326640777768598,0.5329837690410066,0.4409448818897638,recency_frac=0.3
22-02-2026 21:20,3,tabddpm,0.2,472432,118108,16599,455833,50000,522432,0.1274787914982237,0.5341894441036733,0.4507874015748031,
22-02-2026 21:21,3,tabddpm_recency03,0.2,472432,118108,16599,455833,50000,522432,0.1274787914982237,0.5303164842257414,0.4431594488188976,recency_frac=0.3
22-02-2026 21:22,3,smote,0.05,472432,118108,16599,455833,0,472432,0.05,0.5414702431458217,0.46013779527559057,
22-02-2026 21:22,3,smote_recency03,0.05,472432,118108,16599,455833,0,472432,0.05,0.5433660523028017,0.468503937007874,recency_frac=0.3
22-02-2026 21:23,3,smote,0.1,472432,118108,16599,455833,0,472432,0.1,0.53708254697452,0.4566929133858268,
22-02-2026 21:23,3,smote_recency03,0.1,472432,118108,16599,455833,0,472432,0.1,0.5388892186958242,0.46333661417322836,recency_frac=0.3
22-02-2026 21:24,3,smote,0.2,472432,118108,16599,455833,0,472432,0.2,0.5288527073228735,0.4498031496062992,
22-02-2026 21:25,3,smote_recency03,0.2,472432,118108,16599,455833,0,472432,0.2,0.5370225056508496,0.4611220472440945,recency_frac=0.3
